age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,deposit
36,management,single,tertiary,no,2646,no,no,cellular,13,oct,1,182,10,success,yes
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,oct,1,183,4,success,yes
29,self-employed,single,tertiary,no,1579,no,no,cellular,13,oct,1,92,5,success,yes
26,blue-collar,single,secondary,no,2007,no,no,cellular,13,oct,1,92,5,success,yes
59,technician,married,secondary,no,1,no,no,cellular,14,oct,1,182,5,success,yes
51,management,married,tertiary,no,469,no,no,cellular,14,oct,1,182,3,success,yes
27,technician,single,secondary,no,643,no,no,telephone,14,oct,1,93,1,success,yes
60,retired,divorced,secondary,no,514,no,no,cellular,15,oct,2,213,10,success,yes
42,unemployed,married,secondary,no,1289,no,no,cellular,15,oct,3,92,6,success,yes
47,admin.,married,secondary,no,3676,no,no,cellular,18,oct,1,95,3,success,yes
43,unemployed,married,tertiary,no,0,no,no,cellular,18,oct,1,94,2,success,yes
22,management,single,tertiary,no,104,no,yes,cellular,18,oct,1,185,3,success,yes
49,blue-collar,married,secondary,no,1946,no,no,cellular,19,oct,1,95,1,success,yes
64,management,married,tertiary,no,5112,no,no,telephone,19,oct,7,137,11,other,yes
44,management,single,tertiary,no,1090,no,no,cellular,20,oct,4,93,6,success,yes
64,retired,divorced,secondary,no,4833,no,no,cellular,20,oct,1,181,3,failure,yes
29,student,single,secondary,no,1925,no,no,cellular,21,oct,3,149,5,success,yes
52,management,married,secondary,no,335,no,no,cellular,21,oct,1,182,1,failure,yes
52,technician,married,secondary,no,371,yes,yes,cellular,21,oct,1,183,3,success,yes
54,management,divorced,tertiary,no,5475,no,no,cellular,21,oct,1,91,4,success,yes
37,management,married,tertiary,no,203,no,no,cellular,21,oct,1,90,5,success,yes
28,technician,single,tertiary,no,11862,no,no,cellular,21,oct,2,238,13,other,yes
77,retired,married,secondary,no,820,no,no,telephone,21,oct,2,181,4,success,yes
34,technician,single,secondary,no,1279,yes,no,cellular,21,oct,3,91,10,success,yes
29,blue-collar,single,tertiary,no,455,no,no,cellular,22,oct,4,148,3,success,yes
38,management,married,tertiary,no,536,yes,no,cellular,22,oct,1,92,1,success,yes
47,admin.,single,secondary,no,1693,yes,no,cellular,22,oct,2,92,4,other,yes
63,retired,married,secondary,no,1495,no,no,cellular,25,oct,1,195,4,other,yes
30,management,single,tertiary,no,985,yes,no,cellular,25,oct,1,94,2,success,yes
74,retired,married,secondary,no,935,no,no,cellular,25,oct,1,173,3,success,yes
31,admin.,single,secondary,no,410,no,no,cellular,25,oct,1,185,1,success,yes
33,admin.,married,secondary,no,51,yes,yes,cellular,25,oct,1,284,3,success,yes
25,student,single,secondary,no,679,no,no,cellular,25,oct,5,94,6,other,yes
26,management,single,tertiary,no,222,no,no,cellular,26,oct,1,120,3,success,yes
47,admin.,married,secondary,no,1210,no,no,cellular,26,oct,1,91,4,failure,yes
56,admin.,divorced,secondary,no,1693,no,no,cellular,26,oct,4,442,4,failure,yes
54,technician,married,tertiary,no,876,no,no,cellular,27,oct,3,541,3,success,yes
24,student,single,secondary,no,822,no,no,cellular,27,oct,1,91,2,failure,yes
70,retired,married,secondary,no,0,no,no,cellular,27,oct,1,92,5,success,yes
63,entrepreneur,married,secondary,no,3904,no,no,telephone,8,nov,1,96,4,success,yes
22,student,single,secondary,no,2488,no,no,cellular,8,nov,2,38,10,other,yes
38,technician,married,tertiary,no,88,no,no,cellular,8,nov,2,186,4,success,yes
44,entrepreneur,married,tertiary,no,121,no,no,cellular,9,nov,1,91,1,success,yes
52,technician,married,tertiary,no,0,no,no,cellular,9,nov,3,92,7,failure,yes
35,technician,married,secondary,no,0,yes,no,cellular,9,nov,1,96,5,success,yes
29,admin.,single,secondary,no,464,no,no,cellular,9,nov,2,91,3,success,yes
41,unemployed,single,tertiary,no,79,no,no,telephone,9,nov,1,390,2,success,yes
62,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,1,57,8,success,yes
62,blue-collar,married,secondary,no,272,no,no,cellular,11,nov,1,92,3,success,yes
38,entrepreneur,single,secondary,no,2543,no,no,cellular,11,nov,3,93,5,success,yes
36,admin.,divorced,secondary,no,1224,yes,no,cellular,12,nov,1,374,1,success,yes
34,blue-collar,married,secondary,no,320,yes,no,cellular,12,nov,1,92,3,success,yes
60,services,married,tertiary,no,4256,yes,no,cellular,16,nov,1,92,4,success,yes
29,management,single,secondary,no,703,yes,no,cellular,16,nov,1,550,2,success,yes
32,blue-collar,married,secondary,no,136,no,no,cellular,16,nov,1,188,3,success,yes
75,retired,divorced,tertiary,no,3810,yes,no,cellular,16,nov,1,183,1,failure,yes
68,retired,married,secondary,no,1146,no,no,cellular,16,nov,1,187,6,success,yes
53,management,married,tertiary,no,583,no,no,cellular,17,nov,1,184,4,success,yes
73,retired,married,secondary,no,2850,no,no,cellular,17,nov,1,40,8,failure,yes
72,retired,married,secondary,no,5715,no,no,cellular,17,nov,5,184,3,success,yes
59,management,married,tertiary,no,2239,no,no,cellular,20,aug,6,90,1,success,yes
34,services,married,secondary,no,2918,no,yes,cellular,4,jun,1,196,2,success,yes
28,student,single,secondary,no,67,no,no,cellular,20,aug,3,199,2,other,yes
37,admin.,divorced,tertiary,no,4708,no,no,cellular,2,jun,1,181,2,success,yes
31,management,single,tertiary,no,3283,no,no,cellular,2,feb,1,73,1,failure,yes
33,unemployed,married,secondary,no,1211,no,no,cellular,11,feb,1,188,1,success,yes
30,management,single,tertiary,no,697,no,no,cellular,10,aug,3,102,2,success,yes
40,management,married,tertiary,no,4539,no,no,cellular,13,jul,3,439,1,failure,yes
28,services,single,tertiary,no,128,no,no,cellular,27,may,1,414,1,failure,yes
47,management,married,tertiary,no,1147,no,no,cellular,2,jun,1,95,1,failure,yes
37,unemployed,married,secondary,no,1978,no,no,cellular,9,sep,1,182,1,success,yes
23,student,single,secondary,no,922,no,no,cellular,28,may,2,184,9,failure,yes
32,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,1,87,2,other,yes
40,technician,married,secondary,no,694,yes,no,cellular,3,jun,2,119,9,failure,yes
57,management,married,secondary,no,2155,no,yes,cellular,10,nov,3,91,2,failure,yes
28,self-employed,single,tertiary,no,159,no,no,cellular,14,oct,2,420,2,other,yes
35,technician,married,tertiary,no,7050,no,no,cellular,10,feb,3,187,1,success,yes
45,management,divorced,secondary,no,644,yes,no,cellular,19,nov,1,168,1,success,yes
34,admin.,married,tertiary,no,69,no,yes,cellular,4,aug,3,1,6,success,yes
24,management,single,tertiary,no,1506,no,no,cellular,12,jun,2,95,4,success,yes
30,services,single,tertiary,no,1788,no,no,cellular,4,aug,1,181,2,failure,yes
71,retired,married,tertiary,no,653,no,no,telephone,3,sep,1,189,1,success,yes
41,management,divorced,tertiary,no,3426,no,no,cellular,4,jun,2,297,3,failure,yes
29,admin.,married,tertiary,no,238,no,no,cellular,25,may,2,88,1,failure,yes
60,unemployed,married,primary,no,0,no,no,cellular,22,jul,1,412,1,other,yes
36,technician,single,secondary,no,27,yes,no,cellular,9,feb,1,260,2,success,yes
34,management,married,tertiary,no,1006,yes,no,cellular,19,nov,3,195,2,other,yes
51,technician,married,tertiary,no,1347,yes,yes,cellular,10,feb,1,243,1,failure,yes
61,retired,married,tertiary,no,2557,yes,no,cellular,11,aug,3,190,1,success,yes
34,technician,married,secondary,no,0,yes,no,cellular,5,aug,2,2,3,success,yes
55,technician,married,tertiary,no,1320,no,no,cellular,28,jul,1,91,2,success,yes
69,retired,married,secondary,no,0,no,no,cellular,27,jul,1,90,4,success,yes
41,unemployed,married,secondary,no,1077,yes,yes,telephone,9,dec,3,387,2,failure,yes
45,admin.,divorced,primary,no,429,yes,no,cellular,22,apr,1,181,1,success,yes
48,blue-collar,married,secondary,no,863,yes,no,telephone,4,may,5,350,2,success,yes
50,technician,divorced,secondary,no,0,no,no,cellular,29,sep,1,120,2,failure,yes
30,self-employed,single,tertiary,no,655,no,no,cellular,23,sep,4,184,1,success,yes
27,blue-collar,single,tertiary,no,567,no,no,cellular,26,may,3,182,3,success,yes
35,technician,single,secondary,no,399,yes,no,cellular,13,may,2,345,3,failure,yes
59,admin.,married,secondary,no,3735,no,no,cellular,18,mar,4,121,2,failure,yes
24,student,single,primary,no,1235,no,no,cellular,14,jul,4,93,6,other,yes
27,technician,single,tertiary,no,401,no,no,cellular,6,aug,3,93,2,success,yes
29,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,1,291,2,success,yes
61,retired,married,secondary,no,938,no,no,cellular,15,jul,2,183,3,success,yes
51,retired,divorced,secondary,no,1679,no,no,cellular,12,aug,1,365,9,other,yes
44,technician,single,tertiary,no,2033,no,no,cellular,3,sep,1,99,1,failure,yes
21,student,single,secondary,no,2488,no,no,cellular,30,jun,6,169,3,success,yes
46,services,married,secondary,no,4,no,no,cellular,30,apr,1,261,5,other,yes
52,technician,married,tertiary,no,2557,no,no,cellular,28,jan,5,204,2,success,yes
41,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,6,182,2,success,yes
33,management,single,tertiary,no,816,yes,no,cellular,11,oct,2,503,2,failure,yes
28,student,single,tertiary,no,0,no,no,cellular,28,sep,2,105,7,other,yes
33,services,married,secondary,no,1697,no,no,cellular,4,may,1,182,1,success,yes
36,entrepreneur,single,secondary,no,866,yes,no,cellular,11,may,1,173,1,failure,yes
24,services,single,secondary,no,414,yes,no,cellular,18,may,1,370,1,other,yes
42,entrepreneur,married,secondary,no,0,yes,no,cellular,9,apr,1,140,4,failure,yes
60,retired,divorced,secondary,no,514,no,no,cellular,16,mar,1,124,9,other,yes
40,technician,married,tertiary,no,11766,yes,no,cellular,13,apr,2,242,9,failure,yes
48,management,married,secondary,no,2892,no,no,cellular,7,jul,1,385,1,success,yes
55,management,divorced,tertiary,no,2037,no,no,cellular,2,nov,2,273,1,failure,yes
27,technician,single,secondary,no,2,yes,yes,cellular,6,may,2,356,1,failure,yes
36,entrepreneur,married,secondary,no,2971,no,no,cellular,12,nov,1,97,8,failure,yes
34,management,married,tertiary,no,3301,yes,no,cellular,17,sep,5,92,6,success,yes
72,admin.,married,primary,no,2321,no,no,cellular,14,sep,2,64,12,failure,yes
54,services,divorced,secondary,no,0,no,no,cellular,18,mar,1,290,3,success,yes
26,student,single,tertiary,no,294,no,no,cellular,5,mar,1,91,2,success,yes
42,admin.,divorced,secondary,no,527,no,yes,cellular,22,oct,1,185,1,success,yes
32,management,single,tertiary,no,3283,no,no,cellular,12,aug,2,191,2,success,yes
31,self-employed,married,tertiary,no,2666,no,no,cellular,10,nov,2,97,6,success,yes
62,retired,married,secondary,no,569,no,no,cellular,4,feb,5,184,1,success,yes
58,management,married,tertiary,no,473,no,no,cellular,18,feb,1,262,1,success,yes
60,management,married,tertiary,no,474,no,no,cellular,31,aug,5,186,3,other,yes
53,admin.,married,secondary,no,1796,no,no,telephone,15,dec,1,193,1,failure,yes
45,management,married,tertiary,no,226,yes,no,cellular,13,aug,6,179,10,success,yes
60,blue-collar,married,primary,no,5,no,no,cellular,29,jan,1,92,1,success,yes
31,services,married,secondary,no,447,no,no,cellular,4,jun,3,77,3,success,yes
39,services,single,secondary,no,91,no,no,cellular,3,sep,1,185,1,success,yes
38,technician,married,secondary,no,5115,yes,no,cellular,2,jun,1,95,7,success,yes
38,admin.,divorced,secondary,no,19,yes,no,cellular,5,feb,3,251,2,success,yes
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,oct,1,183,4,success,yes
35,student,married,tertiary,no,387,yes,no,cellular,8,may,3,347,3,failure,yes
39,blue-collar,divorced,primary,no,1317,yes,no,cellular,20,nov,1,170,4,other,yes
34,management,married,tertiary,no,0,yes,no,cellular,30,apr,1,86,1,success,yes
58,retired,divorced,primary,no,2538,yes,no,cellular,19,nov,2,111,6,failure,yes
34,technician,married,secondary,no,133,no,no,cellular,15,nov,2,187,5,success,yes
33,admin.,single,tertiary,no,146,no,no,cellular,22,oct,1,91,3,success,yes
47,management,single,tertiary,no,159,no,no,telephone,29,oct,3,155,3,other,yes
77,retired,married,primary,no,2590,no,no,telephone,13,nov,3,277,12,failure,yes
37,management,married,tertiary,no,238,no,no,cellular,3,feb,1,92,1,success,yes
38,management,married,tertiary,no,238,no,no,cellular,4,aug,1,92,3,failure,yes
38,management,married,tertiary,no,413,no,no,cellular,13,oct,2,183,3,success,yes
28,services,single,secondary,no,168,no,no,cellular,12,jan,1,194,1,other,yes
31,management,married,tertiary,no,1331,no,no,cellular,30,apr,1,86,3,success,yes
31,technician,single,tertiary,no,985,yes,no,cellular,17,apr,1,57,2,failure,yes
40,technician,married,secondary,no,2266,no,no,cellular,16,oct,1,147,5,failure,yes
22,unemployed,single,tertiary,no,993,no,no,cellular,28,jul,3,93,1,other,yes
27,blue-collar,single,secondary,no,535,no,no,cellular,13,may,1,87,3,success,yes
62,housemaid,married,tertiary,no,1528,no,no,cellular,15,oct,2,184,1,success,yes
33,admin.,married,secondary,no,-370,yes,no,cellular,7,may,1,345,1,failure,yes
27,technician,single,tertiary,no,11862,no,no,cellular,25,nov,2,97,7,success,yes
47,housemaid,married,secondary,no,3940,yes,no,cellular,5,aug,3,97,2,failure,yes
43,services,married,tertiary,no,4216,no,no,cellular,24,dec,2,195,2,success,yes
49,services,married,primary,no,0,yes,no,cellular,6,may,2,166,3,failure,yes
34,technician,married,tertiary,no,23076,no,no,cellular,26,may,2,35,6,other,yes
28,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,5,269,2,failure,yes
32,admin.,single,secondary,no,131,yes,no,cellular,22,jun,1,183,2,success,yes
29,management,married,secondary,no,231,no,no,cellular,14,may,1,14,1,failure,yes
30,management,single,tertiary,no,720,no,no,cellular,15,jan,4,210,4,other,yes
23,technician,single,secondary,no,598,no,no,cellular,11,nov,1,195,1,failure,yes
41,technician,married,secondary,no,1819,no,no,cellular,22,sep,1,371,3,failure,yes
66,management,married,secondary,no,587,no,no,cellular,12,may,2,392,2,success,yes
62,retired,married,secondary,no,1495,no,no,cellular,13,oct,1,57,2,success,yes
28,self-employed,single,tertiary,no,442,no,no,cellular,19,jun,3,95,3,other,yes
33,management,married,tertiary,no,271,yes,no,cellular,13,nov,2,91,2,success,yes
77,retired,married,primary,no,29340,no,no,cellular,15,mar,1,91,2,other,yes
54,management,married,tertiary,no,1014,no,yes,cellular,30,apr,1,162,2,failure,yes
50,management,married,tertiary,no,2366,no,no,cellular,28,jan,2,149,1,other,yes
45,management,single,tertiary,no,1411,no,no,cellular,7,sep,2,102,3,failure,yes
31,technician,single,secondary,no,2544,no,no,cellular,15,jul,1,184,3,success,yes
33,technician,married,tertiary,no,1699,no,no,cellular,6,nov,2,94,1,success,yes
56,retired,married,secondary,no,393,no,yes,cellular,26,jul,1,221,2,failure,yes
35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,2,141,3,failure,yes
32,student,single,tertiary,no,64,no,no,cellular,30,jun,4,105,5,failure,yes
36,admin.,single,tertiary,no,994,no,no,cellular,6,may,1,90,6,success,yes
26,student,single,secondary,no,4613,no,no,cellular,28,may,3,196,2,other,yes
55,retired,divorced,secondary,no,2204,no,no,cellular,22,feb,1,264,1,failure,yes
42,unemployed,married,tertiary,no,576,no,no,cellular,3,jun,2,96,1,success,yes
40,management,single,tertiary,no,3840,yes,no,cellular,24,sep,2,409,2,success,yes
26,student,single,tertiary,no,5169,yes,no,cellular,25,may,1,35,2,failure,yes
31,management,single,tertiary,no,533,no,no,cellular,11,feb,1,91,9,success,yes
44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,12,aug,2,104,3,success,yes
35,management,single,tertiary,no,80,no,no,cellular,4,sep,2,94,1,other,yes
48,management,married,tertiary,no,0,no,yes,cellular,19,feb,4,182,1,success,yes
46,admin.,married,secondary,no,368,no,no,cellular,20,aug,1,90,4,other,yes
35,unemployed,single,tertiary,no,415,no,no,cellular,4,may,2,89,2,success,yes
46,technician,married,secondary,no,3434,no,yes,cellular,8,jun,2,101,1,success,yes
32,admin.,married,secondary,no,35,no,no,cellular,17,dec,3,126,3,success,yes
36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,1,181,2,other,yes
30,management,single,tertiary,no,5359,no,no,cellular,27,may,1,98,1,success,yes
31,technician,married,tertiary,no,2166,no,no,cellular,13,jul,6,182,2,success,yes
36,management,married,tertiary,no,495,no,no,cellular,5,aug,3,97,2,success,yes
34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,1,209,2,failure,yes
28,student,single,secondary,no,1925,no,no,cellular,25,may,1,88,4,failure,yes
23,services,single,secondary,no,279,yes,no,cellular,18,may,1,370,1,failure,yes
25,management,married,tertiary,no,-242,yes,yes,cellular,18,may,4,332,4,other,yes
32,entrepreneur,married,secondary,no,390,no,no,cellular,6,sep,1,280,1,failure,yes
24,student,single,secondary,no,1234,no,no,cellular,21,jul,1,156,2,success,yes
34,management,married,tertiary,no,3047,no,no,cellular,30,apr,1,160,5,other,yes
56,management,married,tertiary,no,616,no,no,cellular,30,apr,1,83,1,success,yes
46,self-employed,single,secondary,no,526,no,no,cellular,30,apr,1,87,2,other,yes
27,services,single,secondary,no,1347,no,no,telephone,28,dec,1,193,11,success,yes
60,retired,married,secondary,no,1853,no,no,cellular,10,feb,1,183,1,success,yes
64,management,married,tertiary,no,3951,no,no,cellular,28,jan,1,91,1,success,yes
31,technician,married,tertiary,no,26,no,yes,cellular,18,nov,1,127,6,other,yes
26,blue-collar,single,secondary,no,3145,no,no,cellular,28,dec,1,209,1,other,yes
48,admin.,married,secondary,no,660,no,no,cellular,18,feb,1,561,2,success,yes
20,student,single,secondary,no,215,no,no,cellular,24,nov,1,95,5,success,yes
77,retired,married,primary,no,3324,no,no,cellular,13,may,1,91,5,success,yes
56,blue-collar,married,secondary,no,448,yes,yes,cellular,17,may,1,181,2,other,yes
32,technician,single,tertiary,no,1246,yes,no,cellular,30,apr,1,85,2,success,yes
33,management,single,tertiary,no,1271,yes,no,cellular,15,apr,3,330,1,failure,yes
28,student,single,tertiary,no,3054,no,no,cellular,30,apr,1,80,6,other,yes
51,management,married,tertiary,no,346,no,no,cellular,12,nov,2,192,3,failure,yes
36,management,single,tertiary,no,1379,no,no,cellular,25,may,1,186,1,failure,yes
49,management,married,tertiary,no,1093,yes,yes,cellular,12,jan,2,91,2,success,yes
39,technician,married,secondary,no,4101,yes,no,cellular,18,feb,2,264,1,other,yes
48,management,single,tertiary,no,334,yes,no,cellular,28,sep,2,92,12,success,yes
25,student,single,secondary,no,125,no,no,cellular,9,feb,1,92,2,success,yes
37,management,married,tertiary,no,1113,no,no,cellular,2,mar,1,182,1,success,yes
25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,apr,4,187,6,success,yes
62,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,apr,1,182,3,success,yes
34,services,married,secondary,no,1076,no,no,cellular,12,may,1,182,6,success,yes
45,management,single,tertiary,no,2048,yes,no,cellular,18,oct,1,804,1,failure,yes
19,student,single,primary,no,608,no,no,cellular,12,may,1,180,2,success,yes
43,admin.,married,secondary,no,132,no,no,cellular,27,may,2,71,1,success,yes
50,blue-collar,married,primary,no,3764,no,no,telephone,9,sep,2,99,4,failure,yes
37,services,married,secondary,no,4017,no,no,cellular,30,apr,2,196,1,success,yes
24,blue-collar,married,secondary,no,272,no,no,cellular,16,nov,2,94,2,success,yes
43,blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,1,98,1,success,yes
23,student,single,tertiary,no,691,no,no,cellular,27,may,1,178,6,success,yes
46,housemaid,married,primary,no,3512,no,no,cellular,30,oct,1,197,1,failure,yes
59,entrepreneur,married,secondary,no,496,no,no,cellular,22,oct,3,183,1,success,yes
34,technician,married,tertiary,no,1539,yes,no,cellular,15,jun,1,56,1,other,yes
56,management,married,tertiary,no,12356,yes,no,cellular,26,may,1,551,5,other,yes
74,retired,married,tertiary,no,1843,no,no,cellular,15,sep,2,184,3,success,yes
42,unemployed,married,secondary,no,1289,no,no,cellular,15,jul,4,415,2,failure,yes
29,housemaid,single,tertiary,no,19,no,no,cellular,3,dec,1,230,1,success,yes
60,retired,married,secondary,no,8332,no,no,cellular,16,mar,1,194,7,other,yes
41,management,married,tertiary,no,254,no,no,cellular,9,jun,2,294,2,failure,yes
31,blue-collar,married,secondary,no,136,no,no,cellular,12,may,2,267,1,failure,yes
27,student,single,tertiary,no,13107,yes,no,cellular,6,apr,1,314,2,failure,yes
42,management,single,tertiary,no,11008,no,no,cellular,28,jul,6,405,1,success,yes
30,management,single,tertiary,no,536,no,no,cellular,14,jan,2,91,2,success,yes
41,management,divorced,tertiary,no,1757,no,no,cellular,22,apr,1,239,13,failure,yes
58,retired,married,secondary,no,1230,no,no,cellular,20,may,1,87,1,failure,yes
36,management,married,tertiary,no,93,no,no,cellular,12,jul,2,182,7,failure,yes
34,admin.,married,tertiary,no,69,no,yes,cellular,3,aug,3,251,3,success,yes
27,unemployed,single,secondary,no,771,no,no,cellular,21,oct,1,302,3,other,yes
37,technician,married,secondary,no,480,no,no,cellular,22,oct,2,182,8,other,yes
30,services,single,secondary,no,-158,yes,no,cellular,12,may,1,370,2,failure,yes
27,admin.,single,secondary,no,4590,yes,no,cellular,10,nov,4,89,3,failure,yes
36,management,married,tertiary,no,0,yes,no,telephone,23,oct,1,143,3,failure,yes
52,admin.,divorced,secondary,no,363,yes,no,cellular,21,aug,1,462,1,success,yes
57,admin.,married,secondary,no,403,yes,no,cellular,18,may,1,340,2,other,yes
30,management,married,tertiary,no,1942,yes,yes,cellular,21,nov,2,178,3,other,yes
39,technician,divorced,secondary,no,385,no,no,cellular,13,oct,1,48,2,failure,yes
34,management,married,tertiary,no,3696,no,no,cellular,8,apr,2,160,5,other,yes
24,technician,married,secondary,no,556,yes,no,cellular,8,feb,1,94,4,success,yes
59,management,married,tertiary,no,315,no,no,cellular,2,mar,1,176,2,failure,yes
35,student,single,secondary,no,188,yes,no,cellular,16,feb,3,200,5,failure,yes
58,admin.,married,secondary,no,169,no,no,cellular,13,aug,1,92,8,success,yes
29,student,single,secondary,no,67,no,no,cellular,23,feb,1,187,5,success,yes
30,admin.,married,secondary,no,396,yes,no,cellular,13,may,3,348,2,failure,yes
34,technician,single,secondary,no,2085,no,no,cellular,10,aug,3,182,2,success,yes
37,management,married,tertiary,no,0,no,no,cellular,15,jan,2,196,1,other,yes
44,blue-collar,single,primary,no,36,yes,no,cellular,15,may,1,371,2,failure,yes
53,management,divorced,tertiary,no,50,yes,no,cellular,15,may,1,337,3,failure,yes
37,management,single,tertiary,no,102,yes,no,cellular,6,may,1,258,2,failure,yes
36,blue-collar,married,primary,no,828,no,no,cellular,13,may,1,345,8,failure,yes
32,technician,married,tertiary,no,2688,no,no,cellular,14,oct,1,57,1,failure,yes
32,blue-collar,married,secondary,no,889,yes,no,cellular,10,sep,1,99,5,success,yes
29,management,single,tertiary,no,224,yes,no,cellular,24,apr,2,81,3,failure,yes
24,student,single,secondary,no,1809,no,no,cellular,11,oct,1,95,2,success,yes
21,student,single,primary,no,423,no,no,telephone,18,jan,5,285,5,success,yes
53,blue-collar,divorced,primary,no,4401,no,no,telephone,11,nov,1,92,1,success,yes
34,admin.,married,tertiary,no,69,no,yes,cellular,25,nov,1,205,2,failure,yes
21,blue-collar,married,primary,no,-172,yes,yes,cellular,15,may,1,361,3,failure,yes
27,blue-collar,single,tertiary,no,567,no,no,cellular,25,nov,2,184,1,success,yes
75,retired,married,secondary,no,291,no,no,cellular,12,aug,1,182,2,success,yes
50,admin.,married,secondary,no,3608,yes,no,cellular,13,nov,2,197,2,success,yes
60,admin.,divorced,secondary,no,-41,yes,yes,cellular,6,feb,1,262,1,failure,yes
49,services,married,secondary,no,202,yes,no,cellular,17,nov,2,104,1,failure,yes
38,management,single,tertiary,no,3141,no,no,cellular,9,nov,4,189,2,success,yes
30,admin.,single,secondary,no,3528,no,no,cellular,4,aug,1,92,2,failure,yes
44,blue-collar,married,primary,no,-101,yes,no,cellular,15,may,1,366,4,failure,yes
29,self-employed,single,tertiary,no,1579,no,no,cellular,13,jul,1,181,4,success,yes
54,unemployed,married,secondary,no,1561,no,no,cellular,25,may,3,186,2,failure,yes
33,management,single,tertiary,no,224,no,no,cellular,23,sep,2,92,4,success,yes
59,admin.,married,secondary,no,3735,no,no,cellular,17,jun,3,91,6,success,yes
30,housemaid,single,tertiary,no,19,no,no,cellular,4,aug,1,92,5,success,yes
28,blue-collar,married,secondary,no,61,yes,no,cellular,4,may,2,319,1,success,yes
31,self-employed,married,tertiary,no,5,yes,yes,cellular,21,nov,1,135,2,failure,yes
49,blue-collar,married,secondary,no,1730,yes,no,cellular,4,aug,2,92,4,success,yes
43,unemployed,married,tertiary,no,0,no,no,cellular,16,jul,1,281,1,failure,yes
40,unemployed,single,tertiary,no,7968,no,no,cellular,2,mar,2,180,2,success,yes
39,unemployed,married,primary,no,7005,yes,no,cellular,28,jul,2,184,3,success,yes
71,technician,married,secondary,no,3020,no,no,telephone,30,jul,1,270,3,failure,yes
67,retired,divorced,secondary,no,704,no,no,cellular,6,may,1,87,3,success,yes
58,admin.,married,secondary,no,4348,yes,no,cellular,23,jun,4,141,1,other,yes
45,admin.,divorced,secondary,no,2353,yes,no,cellular,5,mar,1,107,2,other,yes
34,management,married,tertiary,no,8000,no,no,cellular,12,feb,1,260,2,failure,yes
27,technician,single,tertiary,no,2781,yes,no,cellular,24,may,1,389,1,failure,yes
28,management,single,tertiary,no,2725,no,no,cellular,16,jun,1,504,1,failure,yes
37,technician,single,tertiary,no,3943,no,no,cellular,6,apr,2,138,1,failure,yes
76,retired,divorced,primary,no,802,no,no,cellular,9,mar,1,181,5,success,yes
48,management,married,tertiary,no,2351,no,no,cellular,15,sep,1,105,3,success,yes
31,services,divorced,primary,no,459,yes,no,cellular,7,may,1,293,1,success,yes
49,admin.,married,secondary,no,3608,yes,no,cellular,30,apr,1,168,1,success,yes
42,management,married,primary,no,5310,yes,no,cellular,25,nov,2,97,4,success,yes
68,retired,single,tertiary,no,2144,no,no,cellular,26,jan,1,96,3,success,yes
36,management,married,tertiary,no,495,no,no,cellular,11,sep,1,37,5,success,yes
34,technician,married,secondary,no,294,yes,no,cellular,9,dec,1,184,3,success,yes
46,blue-collar,married,secondary,no,640,yes,no,cellular,12,mar,1,182,4,success,yes
29,unemployed,single,primary,no,1374,no,no,cellular,17,nov,3,208,4,success,yes
23,self-employed,single,tertiary,no,780,no,no,cellular,16,sep,1,183,3,success,yes
37,management,married,tertiary,no,630,no,no,cellular,30,apr,1,87,1,success,yes
31,management,single,tertiary,no,3384,no,no,cellular,16,sep,1,104,2,success,yes
32,technician,married,tertiary,no,2976,yes,no,cellular,5,feb,1,175,5,failure,yes
34,admin.,married,secondary,no,48,yes,no,cellular,7,may,2,287,3,other,yes
60,housemaid,married,secondary,no,0,no,no,telephone,3,aug,2,181,5,failure,yes
44,admin.,single,secondary,no,1534,no,no,cellular,10,nov,1,95,3,success,yes
56,retired,married,primary,no,1947,no,no,cellular,2,mar,2,123,5,failure,yes
68,retired,divorced,primary,no,2027,no,no,cellular,14,sep,2,91,4,success,yes
37,management,single,tertiary,no,72,yes,yes,cellular,20,apr,5,150,7,failure,yes
33,admin.,single,secondary,no,5,yes,no,cellular,15,may,2,368,2,failure,yes
24,technician,single,secondary,no,598,no,no,cellular,12,may,1,182,2,success,yes
57,management,married,tertiary,no,256,no,no,cellular,5,jun,2,91,1,success,yes
40,technician,single,tertiary,no,1646,yes,no,cellular,4,may,2,91,3,success,yes
35,technician,single,tertiary,no,670,no,no,cellular,13,apr,4,182,2,success,yes
22,student,single,secondary,no,71,no,no,cellular,13,jul,1,181,2,success,yes
38,technician,married,secondary,no,5115,yes,no,cellular,27,feb,1,102,6,success,yes
